utt_id,file_id,wav,start,end,speaker,lang,condition,text,speaker_raw,speaker_id,has_discourse_marker,discourse_marker_type,n_discourse_markers,has_repetition,n_repetitions,has_discourse_marker_near_switch,switch_direction,first_switch_direction,n_switches,switch_type,switch_direction_class,interaction_id_raw,speaker_raw_ann,dialog_act,turn_length_words,interaction_id,audience_l2_ratio,audience_proficiency_proxy,gender,age,age_bucket,nationality,dialogue_act
train_346_3,train_346_3,data/masac_wav16k_clips/train 3/train_1/audios/train_346_3.wav,0.0,-1.0,MONISHA,CS,code_switched,"To kya hua, pait mein ja ke to sab mix hi ho jaata hai.",MONISHA,MONISHA,True,connectors,1,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,8,alternational,L1→L2,train_346,MONISHA,I,14,train_346,1.0,high_l2,female,,unknown,unknown,-1
train_98_1,train_98_1,data/masac_wav16k_clips/train 3/train_1/audios/train_98_1.wav,0.0,-1.0,MONISHA,CS,code_switched,toh kya hua? popatkaka ki praathna sabha mein toh tumnei teen ghante tak bhajan sunne the,MONISHA,MONISHA,True,fillers,4,False,0,False,HI→EN,HI→EN,1,insertional,L1→L2,train_98,MONISHA,-1,16,train_98,1.0,high_l2,female,,unknown,unknown,-1
train_299_1,train_299_1,data/masac_wav16k_clips/train 3/train_1/audios/train_299_1.wav,0.0,-1.0,MAYA,CS,code_switched,"Nahi nahi please tum samajhna ki Tumhari malkin Tumhen dant rahi hai. All that ma Tumhe dant rahi hai is so middle class. chalo Chalo get to work. aur beta Tumhen Scrabble khelna Mein sakungi, if you don't mind.",MAYA,MAYA,True,fillers,4,True,2,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,17,alternational,L1→L2,train_299,MAYA,I,39,train_299,1.0,high_l2,female,,unknown,unknown,i
train_435_0,train_435_0,data/masac_wav16k_clips/train 3/train_1/audios/train_435_0.wav,0.0,-1.0,SAHIL,CS,code_switched,Ok kal jo tiffin mein tumne mujhe khana diya tha,SAHIL,SAHIL,True,fillers,2,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_435,SAHIL,-1,10,train_435,1.0,high_l2,male,,unknown,unknown,-1
train_165_1,train_165_1,data/masac_wav16k_clips/train 3/train_1/audios/train_165_1.wav,0.0,-1.0,SIMPLE,EN,monolingual_EN,Hi darling!,SIMPLE,SIMPLE,False,,0,False,0,False,,,0,,,train_165,SIMPLE,-1,2,train_165,0.9090909090909092,high_l2,female,,unknown,unknown,i
train_279_4,train_279_4,data/masac_wav16k_clips/train 3/train_1/audios/train_279_4.wav,0.0,-1.0,MAYA,CS,code_switched,"That is not helping you, Indravardhan!",MAYA,MAYA,False,,0,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_279,MAYA,-1,6,train_279,0.6666666666666666,high_l2,female,,unknown,unknown,i
train_368_9,train_368_9,data/masac_wav16k_clips/train 3/train_1/audios/train_368_9.wav,0.0,-1.0,MAYA,HI,monolingual_HI,Haan.,MAYA,MAYA,False,,0,False,0,False,,,0,,,train_368,MAYA,-1,1,train_368,0.6666666666666666,high_l2,female,,unknown,unknown,i
train_318_0,train_318_0,data/masac_wav16k_clips/train 3/train_1/audios/train_318_0.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"Haan, ye sab kya ho raha hai!",INDRAVARDHAN,INDRAVARDHAN,True,fillers,2,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_318,INDRAVARDHAN,-1,7,train_318,0.5,mid_l2,male,,unknown,unknown,-1
train_143_2,train_143_2,data/masac_wav16k_clips/train 3/train_1/audios/train_143_2.wav,0.0,-1.0,SAHIL,CS,code_switched,Arey hypocracy kehete hain.,SAHIL,SAHIL,True,fillers,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_143,SAHIL,I,4,train_143,0.75,high_l2,male,,unknown,unknown,-1
train_106_2,train_106_2,data/masac_wav16k_clips/train 3/train_1/audios/train_106_2.wav,0.0,-1.0,SAHIL,CS,code_switched,Dad aapko iss sab ka matlab pata hai?,SAHIL,SAHIL,True,reformulation,1,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_106,SAHIL,-1,8,train_106,0.8,high_l2,male,,unknown,unknown,-1
train_221_1,train_221_1,data/masac_wav16k_clips/train 3/train_1/audios/train_221_1.wav,0.0,-1.0,INDRAVARDHAN,HI,monolingual_HI,rosesh ye kya kar rha hai tu,INDRAVARDHAN,INDRAVARDHAN,True,connectors,1,False,0,False,,,0,,,train_221,INDRAVARDHAN,-1,7,train_221,0.75,high_l2,male,,unknown,unknown,-1
train_198_1,train_198_1,data/masac_wav16k_clips/train 3/train_1/audios/train_198_1.wav,0.0,-1.0,MONISHA,HI,monolingual_HI,Wo naraj nahi hoonge. Ulte mithaiya baantenge Sahil.,MONISHA,MONISHA,True,fillers,2,False,0,False,,,0,,,train_198,MONISHA,-1,8,train_198,0.75,high_l2,female,,unknown,unknown,-1
train_20_1,train_20_1,data/masac_wav16k_clips/train 3/train_1/audios/train_20_1.wav,0.0,-1.0,SAHIL,HI,monolingual_HI,aapka dimaag toh thik hai!,SAHIL,SAHIL,True,connectors,1,False,0,False,,,0,,,train_20,SAHIL,-1,5,train_20,0.5,mid_l2,male,,unknown,unknown,-1
train_242_2,train_242_2,data/masac_wav16k_clips/train 3/train_1/audios/train_242_2.wav,0.0,-1.0,ROSESH,CS,code_switched,haan. or ye sab sunne ke baad wo mujhe fanshi ki saja suna dete hain.,ROSESH,ROSESH,True,connectors,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_242,ROSESH,-1,15,train_242,1.0,high_l2,male,,unknown,unknown,-1
train_411_1,train_411_1,data/masac_wav16k_clips/train 3/train_1/audios/train_411_1.wav,0.0,-1.0,ROSESH,CS,code_switched,abhishek bachan ke steps kar rha hun,ROSESH,ROSESH,False,,0,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_411,ROSESH,I,7,train_411,0.2,low_l2,male,,unknown,unknown,-1
train_65_1,train_65_1,data/masac_wav16k_clips/train 3/train_1/audios/train_65_1.wav,0.0,-1.0,SAHIL,HI,monolingual_HI,Iska matlab khana kho gaya tha?,SAHIL,SAHIL,True,connectors,2,False,0,False,,,0,,,train_65,SAHIL,-1,6,train_65,0.75,high_l2,male,,unknown,unknown,-1
train_43_2,train_43_2,data/masac_wav16k_clips/train 3/train_1/audios/train_43_2.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"Lo, bad luck to yehi shuru ho gaye.",INDRAVARDHAN,INDRAVARDHAN,True,fillers,1,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_43,INDRAVARDHAN,I,8,train_43,0.8333333333333334,high_l2,male,,unknown,unknown,-1
train_437_2,train_437_2,data/masac_wav16k_clips/train 3/train_1/audios/train_437_2.wav,0.0,-1.0,SHARMAN,CS,code_switched,Ye Indian whisky hai na...,SHARMAN,SHARMAN,False,,0,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_437,SHARMAN,I,5,train_437,0.8,high_l2,male,,unknown,unknown,i
train_167_3,train_167_3,data/masac_wav16k_clips/train 3/train_1/audios/train_167_3.wav,0.0,-1.0,MAYA,CS,code_switched,Form? Kaunsa form?,MAYA,MAYA,False,,0,True,1,False,"EN→HI,HI→EN",EN→HI,2,insertional,L2→L1,train_167,MAYA,I,3,train_167,1.0,high_l2,female,,unknown,unknown,i
train_374_11,train_374_11,data/masac_wav16k_clips/train 3/train_1/audios/train_374_11.wav,0.0,-1.0,SAHIL,CS,code_switched,"Mom, is the cat out of the bag yet?",SAHIL,SAHIL,False,,0,False,0,False,"EN→HI,HI→EN",EN→HI,2,insertional,L2→L1,train_374,SAHIL,-1,9,train_374,0.75,high_l2,male,,unknown,unknown,-1
train_384_1,train_384_1,data/masac_wav16k_clips/train 3/train_1/audios/train_384_1.wav,0.0,-1.0,MAYA,HI,monolingual_HI,Ye kya majaak hai Indravardhan!,MAYA,MAYA,True,connectors,1,False,0,False,,,0,,,train_384,MAYA,-1,5,train_384,0.5,mid_l2,female,,unknown,unknown,i
train_141_0,train_141_0,data/masac_wav16k_clips/train 3/train_1/audios/train_141_0.wav,0.0,-1.0,MAYA,CS,code_switched,"accha accha. tum khud khaana khane wali nahin thi isliye tumne socha ki fresh khaanabanane ki zarurat hi kya hai, hai na, beta.",MAYA,MAYA,True,fillers,4,True,3,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,6,alternational,L1→L2,train_141,MAYA,I,23,train_141,0.6666666666666666,high_l2,female,,unknown,unknown,i
train_104_0,train_104_0,data/masac_wav16k_clips/train 3/train_1/audios/train_104_0.wav,0.0,-1.0,MAYA,CS,code_switched,Par Sahil Goa kyu bhag gaya. Wo to pure vegetarian hain. Wahan use kya milega bechare ko? Goa is so difficult for vegetarians. Aur tum kuuch saat bandh kar bhi diya nahin na beta wo tumhara wo sasti stainless steel tiffin mein.,MAYA,MAYA,True,fillers,5,True,1,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,12,alternational,L1→L2,train_104,MAYA,"I, A",42,train_104,1.0,high_l2,female,,unknown,unknown,i
train_22_3,train_22_3,data/masac_wav16k_clips/train 3/train_1/audios/train_22_3.wav,0.0,-1.0,SAHIL,CS,code_switched,"Chalo, Chalo, Chalo! Aray jaldi chalo! Aray Mega mall mein giant sale hai, mai Tumhe vaha Chod deta hun! Chalo, Chalo, Chalo!",SAHIL,SAHIL,True,fillers,2,True,2,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,6,alternational,L1→L2,train_22,SAHIL,I,22,train_22,0.5,mid_l2,male,,unknown,unknown,-1
train_205_0,train_205_0,data/masac_wav16k_clips/train 3/train_1/audios/train_205_0.wav,0.0,-1.0,MAYA,CS,code_switched,"Stop it you boys…oh god mujhe bilkul déjà vu ka experience ho raha hain jaise ki ye scene aise pehele hi hua. You know hum teeno tum, mein aur Rosesh in a sophisticated breakfast, brotherhood, pure happiness….aur achanak mera sapna choor choor ho jata hain",MAYA,MAYA,True,fillers,8,True,1,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,17,alternational,L2→L1,train_205,MAYA,I,45,train_205,0.3333333333333333,mid_l2,female,,unknown,unknown,i
train_119_5,train_119_5,data/masac_wav16k_clips/train 3/train_1/audios/train_119_5.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"Oh. Oh ho, Soniya, ye..., mere upar muh pe torch kyu maar rahe hai.",INDRAVARDHAN,INDRAVARDHAN,True,fillers,5,True,1,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,5,alternational,L2→L1,train_119,INDRAVARDHAN,I,14,train_119,0.625,mid_l2,male,,unknown,unknown,-1
train_266_3,train_266_3,data/masac_wav16k_clips/train 3/train_1/audios/train_266_3.wav,0.0,-1.0,MAYA,CS,code_switched,"Mai bhi uss irritating, middle class, embarrassing Monisha ko bohot miss kar rahi hu!",MAYA,MAYA,True,fillers,1,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,5,alternational,L1→L2,train_266,MAYA,I,14,train_266,0.6923076923076923,high_l2,female,,unknown,unknown,i
train_364_4,train_364_4,data/masac_wav16k_clips/train 3/train_1/audios/train_364_4.wav,0.0,-1.0,MAYA,EN,monolingual_EN,With pleasure! Certainly!,MAYA,MAYA,True,fillers,1,False,0,False,,,0,,,train_364,MAYA,-1,3,train_364,1.0,high_l2,female,,unknown,unknown,i
train_223_1,train_223_1,data/masac_wav16k_clips/train 3/train_1/audios/train_223_1.wav,0.0,-1.0,SAHIL,CS,code_switched,Upar se vo ghar to ghar bhi hai.,SAHIL,SAHIL,True,connectors,1,True,1,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_223,SAHIL,-1,8,train_223,1.0,high_l2,male,,unknown,unknown,-1
train_240_0,train_240_0,data/masac_wav16k_clips/train 3/train_1/audios/train_240_0.wav,0.0,-1.0,ROSESH,CS,code_switched,mama dad ne speech dene ke liye 501 rupaye offer Kiya Hai Agar Ham speech Na Dene Ke Liye 5001 offer karen to.,ROSESH,ROSESH,True,fillers,3,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,11,alternational,L1→L2,train_240,ROSESH,I,23,train_240,1.0,high_l2,male,,unknown,unknown,-1
train_41_0,train_41_0,data/masac_wav16k_clips/train 3/train_1/audios/train_41_0.wav,0.0,-1.0,MAYA,HI,monolingual_HI,Tumhen Mera Awaaz Sunai Di?,MAYA,MAYA,True,fillers,2,False,0,False,,,0,,,train_41,MAYA,-1,5,train_41,0.5,mid_l2,female,,unknown,unknown,i
train_266_1,train_266_1,data/masac_wav16k_clips/train 3/train_1/audios/train_266_1.wav,0.0,-1.0,MAYA,HI,monolingual_HI,To bula lo na Monisha!,MAYA,MAYA,False,,0,False,0,False,,,0,,,train_266,MAYA,-1,5,train_266,0.6923076923076923,high_l2,female,,unknown,unknown,i
train_216_8,train_216_8,data/masac_wav16k_clips/train 3/train_1/audios/train_216_8.wav,0.0,-1.0,SAHIL,CS,code_switched,"Ek to cake khaaya, vo ek paagal pan kiya! Ab aap actually paagal ho gaye hai!",SAHIL,SAHIL,True,connectors,2,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,8,alternational,L1→L2,train_216,SAHIL,I,16,train_216,0.5,mid_l2,male,,unknown,unknown,-1
train_22_1,train_22_1,data/masac_wav16k_clips/train 3/train_1/audios/train_22_1.wav,0.0,-1.0,SAHIL,HI,monolingual_HI,Theek hai...,SAHIL,SAHIL,False,,0,False,0,False,,,0,,,train_22,SAHIL,-1,2,train_22,0.5,mid_l2,male,,unknown,unknown,-1
train_342_5,train_342_5,data/masac_wav16k_clips/train 3/train_1/audios/train_342_5.wav,0.0,-1.0,INDRAVARDHAN,HI,monolingual_HI,Achchha!?,INDRAVARDHAN,INDRAVARDHAN,False,,0,False,0,False,,,0,,,train_342,INDRAVARDHAN,-1,1,train_342,0.6666666666666666,high_l2,male,,unknown,unknown,-1
train_67_1,train_67_1,data/masac_wav16k_clips/train 3/train_1/audios/train_67_1.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,Tere Paida hone se pahle? Aaye haye kya Suhane Din the kab lautenge ab pta nhi!,INDRAVARDHAN,INDRAVARDHAN,True,fillers,4,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_67,INDRAVARDHAN,-1,16,train_67,1.0,high_l2,male,,unknown,unknown,-1
train_240_2,train_240_2,data/masac_wav16k_clips/train 3/train_1/audios/train_240_2.wav,0.0,-1.0,ROSESH,CS,code_switched,Tu Sahil Bhai Ki Kasam de dete Hain,ROSESH,ROSESH,True,fillers,2,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_240,ROSESH,-1,8,train_240,1.0,high_l2,male,,unknown,unknown,-1
train_119_7,train_119_7,data/masac_wav16k_clips/train 3/train_1/audios/train_119_7.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"Kuch nahi, aaiye, mai aapko balcony ke bahar phek deta hu, aaiye, aaiye.",INDRAVARDHAN,INDRAVARDHAN,True,fillers,1,True,1,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_119,INDRAVARDHAN,I,13,train_119,0.625,mid_l2,male,,unknown,unknown,-1
train_205_2,train_205_2,data/masac_wav16k_clips/train 3/train_1/audios/train_205_2.wav,0.0,-1.0,MAYA,HI,monolingual_HI,Ho gaya na churchur,MAYA,MAYA,True,connectors,1,False,0,False,,,0,,,train_205,MAYA,-1,4,train_205,0.3333333333333333,mid_l2,female,,unknown,unknown,i
train_384_3,train_384_3,data/masac_wav16k_clips/train 3/train_1/audios/train_384_3.wav,0.0,-1.0,MAYA,CS,code_switched,"Just take it away from me! Isme kya hai, chhipakali ya pataaka!",MAYA,MAYA,True,connectors,1,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_384,MAYA,A,12,train_384,0.5,mid_l2,female,,unknown,unknown,i
train_286_4,train_286_4,data/masac_wav16k_clips/train 3/train_1/audios/train_286_4.wav,0.0,-1.0,MAYA,CS,code_switched,Exactly! Tumhaare to chehre pe likha hai ki 24th february ko kya hai!,MAYA,MAYA,True,fillers,4,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_286,MAYA,I,13,train_286,1.0,high_l2,female,,unknown,unknown,i
train_167_1,train_167_1,data/masac_wav16k_clips/train 3/train_1/audios/train_167_1.wav,0.0,-1.0,MAYA,EN,monolingual_EN,Pen?,MAYA,MAYA,False,,0,False,0,False,,,0,,,train_167,MAYA,-1,1,train_167,1.0,high_l2,female,,unknown,unknown,i
train_87_4,train_87_4,data/masac_wav16k_clips/train 3/train_1/audios/train_87_4.wav,0.0,-1.0,MAYA,CS,code_switched,"Chi, imli is seriously middle class.",MAYA,MAYA,True,fillers,1,False,0,False,HI→EN,HI→EN,1,insertional,L1→L2,train_87,MAYA,I,6,train_87,0.8,high_l2,female,,unknown,unknown,i
train_104_2,train_104_2,data/masac_wav16k_clips/train 3/train_1/audios/train_104_2.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"Ek minute, ek minute. Mein soch raha hoon ki ye bewakoof bhaag bhaag ke Goa kyu gaya? Kuuch acchi jaiga kahan nahi gaya jaise Chennai. It's a vegetarian's paradise. Kitni khubsoorat cheezein milte hain khaane ko. Jaise vada, dosa, idli fir filter coffee.",INDRAVARDHAN,INDRAVARDHAN,True,fillers,6,True,3,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,13,alternational,L1→L2,train_104,INDRAVARDHAN,"I, A",43,train_104,1.0,high_l2,male,,unknown,unknown,-1
train_65_3,train_65_3,data/masac_wav16k_clips/train 3/train_1/audios/train_65_3.wav,0.0,-1.0,SAHIL,CS,code_switched,"Aisa khaana ho, to koi bhi chupa dega! Ye hai kya!?",SAHIL,SAHIL,True,connectors,1,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_65,SAHIL,-1,11,train_65,0.75,high_l2,male,,unknown,unknown,-1
train_437_0,train_437_0,data/masac_wav16k_clips/train 3/train_1/audios/train_437_0.wav,0.0,-1.0,MONISHA,HI,monolingual_HI,Ye lijiye Chakna!,MONISHA,MONISHA,False,,0,False,0,False,,,0,,,train_437,MONISHA,-1,3,train_437,0.8,high_l2,female,,unknown,unknown,-1
train_411_3,train_411_3,data/masac_wav16k_clips/train 3/train_1/audios/train_411_3.wav,0.0,-1.0,ROSESH,HI,monolingual_HI,nhi.,ROSESH,ROSESH,False,,0,False,0,False,,,0,,,train_411,ROSESH,-1,1,train_411,0.2,low_l2,male,,unknown,unknown,-1
train_141_2,train_141_2,data/masac_wav16k_clips/train 3/train_1/audios/train_141_2.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"arre, monisha, monisha. monisha. arre monisha suno. arre vah, meri awaz to khul gayi.",INDRAVARDHAN,INDRAVARDHAN,True,fillers,2,True,2,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_141,INDRAVARDHAN,-1,14,train_141,0.6666666666666666,high_l2,male,,unknown,unknown,-1
train_207_0,train_207_0,data/masac_wav16k_clips/train 3/train_1/audios/train_207_0.wav,0.0,-1.0,SAHIL,CS,code_switched,"Dad! maine jab bachelorhood ki maang ki tab mujhe laga, chalo, kuch dinno ke liye to Monisha se peecha choota.",SAHIL,SAHIL,True,connectors,1,True,1,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,5,alternational,L2→L1,train_207,SAHIL,I,20,train_207,0.5,mid_l2,male,,unknown,unknown,-1
train_221_3,train_221_3,data/masac_wav16k_clips/train 3/train_1/audios/train_221_3.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,kaise ulte seedhe role karta hai tu pichle natak mei kya bana tha jismei apni peet par rengte rengte dialogue bol rha tha dusro ki silverte todte todte tut chuki hun mein,INDRAVARDHAN,INDRAVARDHAN,True,fillers,4,True,2,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_221,INDRAVARDHAN,I,32,train_221,0.75,high_l2,male,,unknown,unknown,-1
train_43_0,train_43_0,data/masac_wav16k_clips/train 3/train_1/audios/train_43_0.wav,0.0,-1.0,ROSESH,HI,monolingual_HI,Aachchheei (sneeze)!,ROSESH,ROSESH,False,,0,False,0,False,,,0,,,train_43,ROSESH,-1,2,train_43,0.8333333333333334,high_l2,male,,unknown,unknown,-1
train_386_1,train_386_1,data/masac_wav16k_clips/train 3/train_1/audios/train_386_1.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"kaam ki baat karo, polite conversations ke liye mere paas waqt nahi hai.",INDRAVARDHAN,INDRAVARDHAN,True,fillers,3,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_386,INDRAVARDHAN,I,13,train_386,1.0,high_l2,male,,unknown,unknown,-1
train_106_0,train_106_0,data/masac_wav16k_clips/train 3/train_1/audios/train_106_0.wav,0.0,-1.0,ROSESH,EN,monolingual_EN,"Beautiful, beautiful, bravo!",ROSESH,ROSESH,False,,0,True,1,False,,,0,,,train_106,ROSESH,-1,3,train_106,0.8,high_l2,male,,unknown,unknown,-1
train_198_3,train_198_3,data/masac_wav16k_clips/train 3/train_1/audios/train_198_3.wav,0.0,-1.0,RADHABAI,CS,code_switched,"Chotti memsaab, baade memsaab ne aapke liye anjir ki barfi bheeji hain.",RADHABAI,RADHABAI,True,connectors,1,True,1,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_198,RADHABAI,-1,12,train_198,0.75,high_l2,female,,unknown,unknown,i
train_242_0,train_242_0,data/masac_wav16k_clips/train 3/train_1/audios/train_242_0.wav,0.0,-1.0,ROSESH,CS,code_switched,"kiu my lord kiu, kya mrityu mere bhitar chhupe satrangi astitwo ka naas kar sakti hai ? mrityu to kebal alpabiram madhyam hai .kya moth mere anu anu mein chhupe us prakarsakh samrajya ka anth kar sakta hai ? jise hum paramatma ka kaam kahete hain.jabab dijiye my lord jabab dijiye.",ROSESH,ROSESH,True,fillers,6,True,2,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,15,alternational,L2→L1,train_242,ROSESH,I,51,train_242,1.0,high_l2,male,,unknown,unknown,-1
train_165_3,train_165_3,data/masac_wav16k_clips/train 3/train_1/audios/train_165_3.wav,0.0,-1.0,ROSESH,CS,code_switched,Momma Yuyu ki mummy!,ROSESH,ROSESH,True,fillers,2,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_165,ROSESH,I,4,train_165,0.9090909090909092,high_l2,male,,unknown,unknown,-1
train_143_0,train_143_0,data/masac_wav16k_clips/train 3/train_1/audios/train_143_0.wav,0.0,-1.0,SAHIL,CS,code_switched,Wo ek dusre se kabhi ladti nahi. Behes bhi you know bade pyaar se karte hain. Lekin mauka milte hi ek dusre ka khuun karne se bhi nahi darte. Jante ho kya kahete isse?,SAHIL,SAHIL,True,fillers,5,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,12,alternational,L1→L2,train_143,SAHIL,I,34,train_143,0.75,high_l2,male,,unknown,unknown,-1
train_325_2,train_325_2,data/masac_wav16k_clips/train 3/train_1/audios/train_325_2.wav,0.0,-1.0,SAHIL,CS,code_switched,Ye to ja rahe ha!,SAHIL,SAHIL,True,fillers,1,False,0,False,"EN→HI,HI→EN",EN→HI,2,insertional,L2→L1,train_325,SAHIL,-1,5,train_325,1.0,high_l2,male,,unknown,unknown,-1
train_8_2,train_8_2,data/masac_wav16k_clips/train 3/train_1/audios/train_8_2.wav,0.0,-1.0,MAYA,CS,code_switched,"Aur, surprising thing is, apani building vaale, has rahe the aise jokes pe.",MAYA,MAYA,True,fillers,2,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,10,alternational,L1→L2,train_8,MAYA,"A, I",13,train_8,1.0,high_l2,female,,unknown,unknown,i
train_303_1,train_303_1,data/masac_wav16k_clips/train 3/train_1/audios/train_303_1.wav,0.0,-1.0,SAHIL,EN,monolingual_EN,Rukoo!,SAHIL,SAHIL,False,,0,False,0,False,,,0,,,train_303,SAHIL,-1,1,train_303,0.8333333333333334,high_l2,male,,unknown,unknown,-1
train_346_1,train_346_1,data/masac_wav16k_clips/train 3/train_1/audios/train_346_1.wav,0.0,-1.0,MONISHA,CS,code_switched,So? Daal roti mein kya problem hai?,MONISHA,MONISHA,True,connectors,1,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_346,MONISHA,I,7,train_346,1.0,high_l2,female,,unknown,unknown,-1
train_227_5,train_227_5,data/masac_wav16k_clips/train 3/train_1/audios/train_227_5.wav,0.0,-1.0,MONISHA,EN,monolingual_EN,"Hello, Jjaji!",MONISHA,MONISHA,False,,0,False,0,False,,,0,,,train_227,MONISHA,I,2,train_227,0.8888888888888888,high_l2,female,,unknown,unknown,-1
train_83_0,train_83_0,data/masac_wav16k_clips/train 3/train_1/audios/train_83_0.wav,0.0,-1.0,MONISHA,CS,code_switched,"Hello, kaun?",MONISHA,MONISHA,False,,0,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_83,MONISHA,I,2,train_83,1.0,high_l2,female,,unknown,unknown,-1
train_282_0,train_282_0,data/masac_wav16k_clips/train 3/train_1/audios/train_282_0.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"Ae Vitthal, ye le. Ye saare jute, kits, sports shoes, gayab kar de!",INDRAVARDHAN,INDRAVARDHAN,True,connectors,2,True,1,False,"EN→HI,HI→EN,EN→HI,HI→EN",EN→HI,4,alternational,L2→L1,train_282,INDRAVARDHAN,I,13,train_282,0.6,mid_l2,male,,unknown,unknown,-1
train_183_0,train_183_0,data/masac_wav16k_clips/train 3/train_1/audios/train_183_0.wav,0.0,-1.0,MAYA,CS,code_switched,"Monisha, Indravardhan ko cholesterol borderline ka problem hai.",MAYA,MAYA,True,fillers,1,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_183,MAYA,I,8,train_183,0.6666666666666666,high_l2,female,,unknown,unknown,i
