,name,Transcript,English Translation,LID_tags,Language,Type of code-switching
1743,train_534_1.wav,hi shi kar liya na ab bye shi bhi kar lo,"You have done the right thing, now do the right thing too.","['EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN']",CSW,-1
1744,train_827_0.wav,ohh I am sorry I am sorry lekin ab kya karein momma?,Ohh I'm sorry I'm sorry but what to do now mother?,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,A
1745,train_844_2.wav,"okay, to tum ek kaam karna, tum mujhse 1000 rs le lena or tum or shalini us farmhouse se bhot door shopping karne chale jana, okay?","Okay, so you do one thing, you take 1000 rupees from me and you and Shalini go shopping far away from that farmhouse, okay?","['EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'OTHER']",CSW,I
1746,train_801_2.wav,shh shh. uske lote ko bhi to nuksan hua hai na.,Shh. His pot has also been damaged.,"['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
1747,train_862_1.wav,wo borivali ke naresh uncle haina jo thode grey color ke dikhte hai,He is Naresh Uncle of Borivali who looks a little gray in color.,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI']",CSW,I
1748,train_827_1.wav,what about mellow drama? hysteria? sahil par dramatic impact daalna haina,What about melo drama? Hysteria? Want to have a dramatic impact on Sahil?,"['EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI']",CSW,"A, I"
1749,train_571_0.wav,manisha is too middle class monisha and that's final!,manisha is too middle class monisha and that's final!,"['HI', 'EN', 'EN', 'EN', 'EN', 'HI', 'EN', 'EN', 'EN', 'OTHER']",CSW,-1
1750,train_749_1.wav,Hayo rabba! Eki hain! Ye to train diya imanat hain to ye kyu le aya?,"Oh God! What is it! This train is a guarantee, so why did he bring it?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1751,train_628_5.wav,"Jallaad? Mai apki surname ni, poora naam puch raha hu!","Executioner? I am asking for your surname, full name!","['HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
1752,train_534_0.wav,nahi ji wo bua wait kar rahi hogi .. wo kya haina mei yahan se guzar rahi thi toh socha hi shi karti chalun,"No sir, that aunt must be waiting.. She was passing by here in Hana, so I thought I should do it right.","['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI']",CSW,-1
1753,train_512_3.wav,"pagal ye nhi, pagal to sahil bhai ho gya hai momma!","He is not mad, Sahil Bhai has gone mad, mother!","['HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
1754,train_792_2.wav,"Bathroom, room, boom, zoom, masoom","Bathroom, room, boom, zoom, masoom","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'OTHER', 'HI', 'OTHER', 'HI']",CSW,I
1755,train_635_0.wav,Haan. Daddy ji bilkul theek kaha rahe hai. Hum log samosa kha ke celebate karenge!,Yes. Daddy is absolutely right. We will eat samosa and talk about celebrities!,"['HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1756,train_670_0.wav,"Chuo na chuo na, mujhe chuo na!","Don't let me eat, don't let me eat!","['HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
1757,train_803_0.wav,Parso koi khaas party mein jaa rahe ho?,Are you going to any special party the day after tomorrow?,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
1758,train_846_0.wav,Anyaay sahegi stree kabtak! Dena padega humara hak!,How long will a woman endure injustice? Our rights will have to be given!,"['HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,O
1759,train_706_13.wav,"Mom, mom! Number 1, dad ek paas paise hai hi nahi to vo ye saara kachra khaaenge kaise, aur secondly vo thele vaala apna mama to hai nahi, ki muft mein khila dega.","Mom, mom! Number 1, dad doesn't have even a penny, how will he eat all this garbage, and secondly he told his mom that he will give food for free.","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1760,train_613_3.wav,Aah! kapade mein kya dhoka maar rahi kya!,Ahh! What are you fussing about in your clothes?,"['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
1761,train_529_5.wav,You see it’s a very deep metaphor…meri kavitae samajna bohot muskil hota hai.,You see it’s a very deep metaphor…My poems are very difficult to understand.,"['EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,A
1762,train_825_3.wav,Vo chudail meri chaachi hai!,That witch is my aunt!,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
1763,train_491_0.wav,"arey kamaal hai yaar. Short story writing me bhi expert. You know maya tum me itni sari khubiyan hai ki kabhi kabhi mujhe tum achi lagti ho, bolo","Hey, it's amazing, friend. Also expert in short story writing. You know Maya, you have so many qualities that sometimes I like you, tell me","['HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'HI', 'EN', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI']",CSW,I
1764,train_536_2.wav,"Aray kitne gaane gaau, sare ke sare remix suna diye, do chaar to dance bhi kar ke dikhaye. ""Saiya dil mein aanaa re, aakar fir na jaanaa re aeee, cham chamaa cham cham""","Hey, how many songs can you sing, listen to all the remixes, do four songs to dance and show them. ""Saiya dil mein aanaa re, aakar fir na jaanaa re aeee, cham chamaa cham cham""","['HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI']",CSW,I
1765,train_860_3.wav,Aap fir se apamaan kar rahi hai mera.,You are insulting me again.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
1766,train_790_0.wav,"maine ek role ke liye research kiya tha, that's why I know doggy language.","I did research for a role, that's why I know doggy language","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,"I, A"
1767,train_510_1.wav,just come in have a look,just come in have a look,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN']",EN,-1
1768,train_728_0.wav,haan ah ah namaste ji namaste ji namaste,yes it's hello hello hello hello,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1
1769,train_555_1.wav,Obviously.,Obviously.,"['EN', 'OTHER']",EN,-1
1770,train_471_5.wav,"Daddy ji, ye hai Prabhavati behen.","Daddy ji, this is Prabhavati sister.","['EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1
1771,train_672_2.wav,nhi kha ma kha firse coma me chala jaega na iss kamre ki halat dekh kar,"No, I will go into coma again after seeing the condition of this room.","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,I
1772,train_637_2.wav,"good, to bolo","good, to say","['EN', 'OTHER', 'EN', 'HI']",CSW,I
1773,train_838_6.wav,Bartan vaali isa shirt ke badle mein sirf ek lota ya ek choti si katori degi.,The person with the utensils will give only a pot or a small bowl in exchange for the shirt.,"['HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1774,train_611_1.wav,Bravo! Bravo! Bravo! Wonderful!,Bravo! Bravo! Bravo! Wonderful!,"['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'OTHER', 'EN', 'OTHER']",EN,-1
1775,train_654_1.wav,Take the complaint back,Take the complaint back!,"['EN', 'EN', 'EN', 'EN']",EN,-1
1776,train_595_1.wav,"i'm not sure about that. you know, sahil monisha ke sath itne saal reh chuka hai ki ab wo subtelty se bhot door ho gya hai. and besides, humare desh me jabtak dher sare ansu nhi behte na, impact nhi padta.","I'm not sure about that. You know, it has been so many years since I have been with Sahil Monisha that now she has become very good at subtlety. And besides, in our country all these tears did not flow and had no impact.","['EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
1777,train_477_3.wav,Shehnai! Oh my God!,Shehnai! Oh my God!,"['HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",CSW,-1
1778,train_530_4.wav,Matlab vo Om Puri ji ke dubbing nahi karti?,Meaning she doesn't do the dubbing of Om Puri Ji?,"['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
1779,train_689_4.wav,"momma, bhabi ki awaz kaisi baithti, bhabhi ne to khana khaya hi nahin.","Mother, how would Bhabhi's voice sound, Bhabhi has not even eaten food.","['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1
1780,train_886_0.wav,I am very sorry mummy ji. Mai daddy ji ka vajan kam karavaane mein aap ki madat karungi.,I am very sorry mom. I will help you in reducing daddy's weight.,"['EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,"I, A"
1781,train_669_1.wav,Doodh peeya?,Did you drink milk?,"['HI', 'HI', 'OTHER']",HI,-1
1782,train_451_0.wav,sahil bhai goa chale kya water surfing ke liye,"Sahil Bhai, should we go to Goa for water surfing?","['HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI']",CSW,I
1783,train_694_1.wav,Tum bohot nervous lag rahi ho.,You look very nervous,"['HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
1784,train_588_4.wav,"To jo bhi vo trophy dhoond kar sabse pehale mere paas laaega, vo hi mere saath party mai jaaega.",So whoever finds that trophy and brings it to me first will go to the party with me.,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
1785,train_652_7.wav,"Maa ji, hala ki aapki aawaaj mein bohot dard hai, lekin iss role ke liye aap jara si choti padengi.","Maa ji, although there is a lot of pain in your voice, you will be a little small for this role.","['HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1786,train_715_0.wav,"Bhalu, uth Bhalu..","Bear, wake up bear..","['HI', 'OTHER', 'HI', 'HI', 'OTHER']",HI,-1
1787,train_674_4.wav,"Hmm, sunaao.","Hmm, listen.","['HI', 'OTHER', 'HI', 'OTHER']",HI,-1
1788,train_789_1.wav,kya gossip gossip Kiye Ja Rahe Ho Maya. Aur vah Bhi galat information Sanjeev Bhatnagar apni biwi ke salwar kameez Nahin naity pahnata hai Aur vah Bhi tab Jab Sanjeev makeup karta hai ok so jao good night,"What gossip are you gossiping, Maya. And here's the wrong information Sanjeev Bhatnagar wears his wife's salwar kameez and not nightie And here's the tab when Sanjeev does makeup ok so have a good night","['HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'EN']",CSW,I
1789,train_475_1.wav,ho gaya,Done,"['EN', 'HI']",CSW,-1
1790,train_551_5.wav,Kon?,Who?,"['EN', 'OTHER']",EN,-1
1791,train_514_5.wav,Aaj to God help us! Vo mithai banane vaali hai!,God help him today! She is going to make sweets!,"['HI', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1792,train_608_0.wav,Kaun hai ye Dugdugi baba?,Who is this Dugdugi Baba?,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
1793,train_769_4.wav,"Tum queen Victoria thi, apani raani.","You were Queen Victoria, your queen.","['HI', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I
1794,train_488_1.wav,Dad! Dad don't be vulgar!,Dad! Dad don't be vulgar!,"['EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",EN,-1
1795,train_884_2.wav,"walnut brownie, matlab wo khane wali","Walnut Brownie, I mean that one to eat","['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI']",CSW,I
1796,train_879_2.wav,"jab mein zindahi nhi rahungi ro insab ka kya karungi? wo bartan mochne ka kapra, wo tissu paper, aur wo misses devi dayal ka napkin jo yeha bhulkerr geyi thi ye sab ap rakh lijie..aur samjking ka 2000 rupiya de dijie ga","What will I do if I am no longer alive? That cloth for cleaning the utensils, that tissue paper, and that napkin of Mrs. Devi Dayal which she bought here in bulk, keep all of them with you…and give 2000 rupees to Samjkaan.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN']",CSW,I
1797,train_752_2.wav,Bhabhi! Bathroom mein lights on kar sakate hai na.,Sister in law Can you turn on the lights in the bathroom?,"['HI', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
1798,train_717_2.wav,usse thoda Jyada,a little more than that,"['HI', 'HI', 'HI']",HI,-1
1799,train_509_2.wav,Neeche gaya vo!,He went down!,"['HI', 'HI', 'HI', 'OTHER']",HI,-1
1800,train_752_0.wav,"Dad kisi aisi jagah pe kaid hai, jaha chaaro oor andhera hai, jaha bas ek darvaaja hai.","Dad is imprisoned in some place where there is darkness all around, where there is only one door.","['EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1
1801,train_608_2.wav,"Pata hai, unke aashram ka bahar clearly board laga hai, ""Fix rate. All prasaad is cooked in pure ghee only. Bhabhooti and kumkum not for sale.""","You know, there is a board clearly posted outside his ashram, ""Fixed rate. All Prasad is cooked in pure ghee only. Bhabhuti and kumkum not for sale.""","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'OTHER', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN', 'OTHER', 'OTHER']",CSW,"I, A"
1802,train_696_1.wav,Toh?,So?,"['HI', 'OTHER']",HI,-1
1803,train_879_0.wav,"Rosesh bhaiya ye 7 chudi, skirts aur tops aur wo salwar kamiz le lijie","Rosesh Bhaiya, take these 7 bangles, skirts and tops and that salwar kameez","['HI', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,I
1804,train_488_3.wav,Mai samajhi nahi.,I didn't understand.,"['HI', 'HI', 'HI', 'OTHER']",HI,-1
1805,train_453_0.wav,"Kuku, bye bye bolo daddy ko. Aur uncle ko bhi bye bolo, kyu ki ye election ke baad hi dikhenge. Bye bye bol raha hai. Chalo! Chal!","Kuku, say bye bye to daddy. And say bye to uncle too, because he will be seen only after the elections. Saying bye bye. Let us go! Ambulatory!","['HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,I
1806,train_597_1.wav,"Ok chaliye dad, mein aapko bahar fenk kar Aata hun!","Okay, let's go dad, I'll throw you out!","['EN', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1807,train_884_0.wav,"ab tumne ghar ki itni saaf safai ki hai and secondly us karan verma ke liye pasta, lasagne, caramel custard banaya","Now you have cleaned the house so much and secondarily because of that you made pasta, lasagne, caramel custard for Verma.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'OTHER', 'EN', 'EN', 'HI']",CSW,I
1808,train_733_1.wav,maya bas bas bas bas ye monisha haaye haaye puran baadmein ok ok ok rosesh ka hausla badane ki puri koshish karega sahil,Maya enough enough enougn enough this is Monisha hey hey old later ok ok ok Sahil will try his best to encourage Rosesh.,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,O
1809,train_652_5.wav,Gground floor!?,Ground floor!?,"['EN', 'EN', 'OTHER']",EN,-1
1810,train_842_6.wav,Aray to achchha hi hai na Ila Ben. Kamse kam inki 'Hein? Hein?' to nahi sunni padegi!,"It would be good if you do, Lala Ben. At least theirs? Are?' So you won't have to listen!","['EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'OTHER', 'OTHER', 'HI', 'OTHER', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1
1811,train_706_8.wav,Just what I need! Cholesterol with cholera!,Just what I need! Cholesterol with cholera!,"['EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",EN,-1
1812,train_776_1.wav,Bloody hell good night! Kuch gadbad hai... Indravardhan kuch jyaada hi cool hai.. Khush kyu hai itna... Something is very odd!,Bloody hell good night! Something is wrong... Indravardhan is too cool... Why is he so happy... Something is very odd!,"['EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,"A, I"
1813,train_694_3.wav,Itane bure parathe! Aur inhone 2 khaye!,Such bad parathas! And they ate 2!,"['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1
1814,train_674_6.wav,Haha! Lovely!,Haha! Lovely!,"['EN', 'OTHER', 'EN', 'OTHER']",EN,-1
1815,train_715_2.wav,Parul!?,Parul!?,"['EN', 'OTHER']",EN,-1
1816,train_641_10.wav,And celebrations!,And celebrations!,"['EN', 'EN', 'OTHER']",EN,-1
1817,train_477_1.wav,Aray nahi!,Oh no!,"['HI', 'HI', 'OTHER']",HI,-1
1818,train_669_3.wav,"No honey, because milk and champagne don't mix!","No honey, because milk and champagne don't mix!","['EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER']",EN,-1
1819,train_451_2.wav,toh kya hua dubna toh aata haina. dubduk dubduk dubduk gudu,Toh kya hua dubna toh aata haina. Dduk Dduk Dduk Gudu,"['HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI']",CSW,-1
1820,train_886_2.wav,"Radhabai, jaldi se ye toffee uthaao. Mai dukaan vaale ko vapas kar ke refund le lungi.","Radhabai, quickly pick up this toffee. I may return it to the shopkeeper and get a refund.","['HI', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
1821,train_497_4.wav,Bilkul Chandarani! Same to same! Chandarani.,Absolutely Chandrarani! Evening is evening! Chandrarani.,"['HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'OTHER']",CSW,I
1822,train_805_4.wav,Dad!,Dad!,"['EN', 'OTHER']",EN,-1
1823,train_672_0.wav,"brilliant, brilliant. Us devar ko apne ghar pe kabhi mat bulana.","Brilliant, brilliant. Never forget that brother-in-law in your house.","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I
1824,train_637_0.wav,"okay, chalo ek baar or. Me jab yahan nhi rahungi tab tum...","Okay, let's go one more time. When I am not here then you...","['EN', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,O
1825,train_840_4.wav,Umm... But blood cancer is very pedestrian.. Kuch aur socho na...,Um... but blood cancer is very pedestrian... think something else...,"['EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,A
1826,train_654_3.wav,"Nahi nahi, mai darta varta nahi hu!","No no, I am afraid there will be no conversation!","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
1827,train_647_9.wav,Maya! Tum ladaki ho!,Maya! you are a girl!,"['HI', 'OTHER', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
1828,train_536_0.wav,"Off ho Maya, he kamina kutta Deependar, sone hi nahi deta!","Be off Maya, you bastard dog Deepender, doesn't let you sleep!","['EN', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1
1829,train_790_2.wav,"Achchha, Maya ""auuuuu auuuu"".","Well, Maya ""auuuuu auuuu""","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER']",HI,-1
1830,train_838_4.wav,Apana watchman bhi same shirt pahanta hai!,Even our watchman wears a formal shirt!,"['HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
1831,train_573_0.wav,For your kind information mr indravardhan sarabhai maine pichle hi haapte gareeb bacchon ke bhabishon ke liye aapne 36 designer blouses donate ki hain,"For your kind information, Mr. Indravardhan Sarabhai, last week I have donated 36 designer blouses to the poor children.","['EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI']",CSW,I
1832,train_510_3.wav,"yes, monisha tumhari fairy god mother ayi thi kya, magic wand ghuma gyi pure ghar pe. Esi koi gandi jagah hai jise dikha ke criticise kar sakun","Yes, Monisha, did your fairy god mother come and wave her magic wand all over the house? Is there any dirty place that I can show to the critics?","['EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,I
1833,train_803_2.wav,"Haan Sahil, vo mere cupboard me pade hai, le le jaa ke.","Yes Sahil, it is lying in my cupboard, take it with you.","['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
1834,train_555_3.wav,"Nahi nahi, mai nahi! Ye naarad muni maharaj hai na!","No no, may not! This is Narad Muni Maharaj, right?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
1835,train_471_7.wav,Aray yahi hai vo actress!,"Hey, this is that actress!","['HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
1836,train_656_1.wav,"Haan, kai baar dekha hai. Usake naatak mein use dekha hai, ek baar zoo mein dekha tha..., nahi, vo to panda tha.","Yes, have seen it many times. Have seen him in his drama, once in the zoo..., no, he was a panda.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
1837,train_825_1.wav,Monisha ko kosti rehti ho,You keep cursing Monisha,"['HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1
